"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-array-boundary-and-dispatch-v84","windows","x64","vm","true","green","132","2026-02-28T14:14:53Z","docs\evidence\profiles\v84\conformance_vm.csv"
"mvp-array-boundary-and-dispatch-v84","windows","x64","jit","true","green","132","2026-02-28T14:14:53Z","docs\evidence\profiles\v84\conformance_jit.csv"
