"run_id","workload_id","category","baseline_peak_working_set_bytes","candidate_peak_working_set_bytes","delta_peak_working_set_bytes","baseline_steady_working_set_bytes","candidate_steady_working_set_bytes","delta_steady_working_set_bytes","baseline_elapsed_ms","candidate_elapsed_ms","delta_elapsed_ms","baseline_log","candidate_log"
"vmd6-mem-full","cli_small_strings","string_churn","11251712","11317248","65536","11239424","11264000","24576","109553.3","82168.25","-27385.050000000003","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmd6-mem-full\baseline\memory\logs\cli_small_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmd6-mem-full\candidate\memory\logs\cli_small_strings.log.txt"
"vmd6-mem-full","cli_many_strings","string_churn","11214848","11251712","36864","11165696","11202560","36864","76165.11","95629.84","19464.729999999996","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmd6-mem-full\baseline\memory\logs\cli_many_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmd6-mem-full\candidate\memory\logs\cli_many_strings.log.txt"
"vmd6-mem-full","cli_code_strings","code_strings","11247616","11190272","-57344","11194368","11141120","-53248","93626.21","78103.92","-15522.290000000008","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmd6-mem-full\baseline\memory\logs\cli_code_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmd6-mem-full\candidate\memory\logs\cli_code_strings.log.txt"
"vmd6-mem-full","com_variant_bstr_array","com_variant","11288576","11341824","53248","11239424","0","-11239424","30626.46","26935.98","-3690.4799999999996","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmd6-mem-full\baseline\memory\logs\com_variant_bstr_array.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmd6-mem-full\candidate\memory\logs\com_variant_bstr_array.log.txt"
