"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-perf-stabilization-v21","windows","x64","vm","true","green","37","2026-02-27T13:23:40Z","docs\evidence\profiles\v21\conformance_vm.csv"
"mvp-perf-stabilization-v21","windows","x64","jit","true","green","37","2026-02-27T13:23:40Z","docs\evidence\profiles\v21\conformance_jit.csv"
