"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-typing-operator-result-rules-v74","windows","x64","vm","true","green","111","2026-02-28T11:11:51Z","docs\evidence\profiles\v74\conformance_vm.csv"
"mvp-typing-operator-result-rules-v74","windows","x64","jit","true","green","111","2026-02-28T11:11:51Z","docs\evidence\profiles\v74\conformance_jit.csv"
