"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-array-redim-full-v82","windows","x64","vm","true","green","127","2026-02-28T13:25:01Z","docs\evidence\profiles\v82\conformance_vm.csv"
"mvp-array-redim-full-v82","windows","x64","jit","true","green","127","2026-02-28T13:25:01Z","docs\evidence\profiles\v82\conformance_jit.csv"
