"run_id","side","ref","commit","workload_id","category","description","elapsed_ms","peak_working_set_bytes","steady_working_set_bytes","peak_private_bytes","peak_virtual_bytes","artifact_path","log_path"
"vmmem3-smoke","baseline","pre-value-model-migration-2026-04-20","dd1c295b2a3d3a1530dd034d9bb4a6b4c38ea57a","cli_small_strings","string_churn","CLI run on short scalar string churn","71143.36","11354112","11300864","3543040","4434558976","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmmem3-smoke\baseline\memory\process_memory.csv","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmmem3-smoke\baseline\memory\logs\cli_small_strings.log.txt"
"vmmem3-smoke","candidate","HEAD","dd18643bd9dfddb3f97274f53ddf8869ec5b57f7","cli_small_strings","string_churn","CLI run on short scalar string churn","65804.99","11206656","11157504","3268608","4434558976","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmmem3-smoke\candidate\memory\process_memory.csv","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmmem3-smoke\candidate\memory\logs\cli_small_strings.log.txt"
