"run_id","backend","workload_id","category","baseline_ms","candidate_ms","delta_ms","delta_percent","baseline_log","candidate_log"
"vmd7-perf-bstr-coreonly","vm","small_strings","small","55291.68","51858.58","-3433.1","-6.21","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\baseline\perf\logs\vm_small_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\candidate\perf\logs\vm_small_strings.log.txt"
"vmd7-perf-bstr-coreonly","vm","long_strings","long","459.45","497.98","38.53","8.39","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\baseline\perf\logs\vm_long_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\candidate\perf\logs\vm_long_strings.log.txt"
"vmd7-perf-bstr-coreonly","vm","many_strings","many","401.79","381.84","-19.95","-4.97","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\baseline\perf\logs\vm_many_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\candidate\perf\logs\vm_many_strings.log.txt"
"vmd7-perf-bstr-coreonly","vm","code_strings","code","564.84","464.54","-100.3","-17.76","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\baseline\perf\logs\vm_code_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\candidate\perf\logs\vm_code_strings.log.txt"
"vmd7-perf-bstr-coreonly","jit","small_strings","small","513.74","533.43","19.69","3.83","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\baseline\perf\logs\jit_small_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\candidate\perf\logs\jit_small_strings.log.txt"
"vmd7-perf-bstr-coreonly","jit","long_strings","long","361.72","550.45","188.73","52.18","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\baseline\perf\logs\jit_long_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\candidate\perf\logs\jit_long_strings.log.txt"
"vmd7-perf-bstr-coreonly","jit","many_strings","many","466.78","467.1","0.32","0.07","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\baseline\perf\logs\jit_many_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\candidate\perf\logs\jit_many_strings.log.txt"
"vmd7-perf-bstr-coreonly","jit","code_strings","code","151756.02","111355.45","-40400.57","-26.62","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\baseline\perf\logs\jit_code_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmd7-perf-bstr-coreonly\candidate\perf\logs\jit_code_strings.log.txt"
