"file","oracle_status","oracle_values","golden_status","golden_values","match","notes"
"__tmp_rnd_negative1.bas","ok","f64:0.2240070104599|f64:3.58458161354065E-02|f64:3.58458161354065E-02","","","",""
"__tmp_rnd_randomize1.bas","ok","f64:0.764873683452606|f64:0.105445504188538","","","",""
"__tmp_rnd_seed_matrix.bas","ok","f64:0.333575308322906|f64:0.333575308322906|f64:0.582842886447906|f64:0.582842886447906|f64:0.365619301795959|f64:0.365619301795959","","","",""
