"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-lang-property-procedures-v44","windows","x64","vm","true","green","58","2026-02-28T00:12:25Z","docs\evidence\profiles\v44\conformance_vm.csv"
"mvp-lang-property-procedures-v44","windows","x64","jit","true","green","58","2026-02-28T00:12:25Z","docs\evidence\profiles\v44\conformance_jit.csv"
